Date,Locations affected,Number of positive employees,Number of positive students
6/28/2021,Bauder Elementary School,1,0
6/28/2021,Cross Bayou Elementary School,0,1
6/28/2021,East Lake High School,1,0
6/28/2021,Largo Middle School,1,0
6/28/2021,Pinellas Technical College St. Petersburg,0,1
6/21/2021,Countryside High School,0,1
6/21/2021,High Point Elementary School,0,1
6/21/2021,Northwest Elementary School,1,0
6/21/2021,Seminole High School,1,0
6/21/2021,Walter Pownall Service Center,1,0
6/14/2021,East Lake High School,0,1
6/14/2021,Walter Pownall Service Center,1,0
6/8/2021,Lealman Avenue Elementary School,0,1
6/7/2021,Bauder Elementary School,0,1
6/7/2021,Bay Point Elementary School,0,1
6/7/2021,East Lake High School,0,1
6/7/2021,Hollins High School,0,1
6/7/2021,Marjorie Rawlings Elementary School,0,1
6/7/2021,Pinellas Park Middle School,0,1
6/7/2021,Plumb Elementary School,0,1
6/7/2021,Safety Harbor Elementary School,0,1
6/7/2021,Shore Acres Elementary School,0,1
6/7/2021,Tyrone Middle School,0,1
6/4/2021,Clearwater Fundamental Middle School,0,1
6/4/2021,Dunedin High School,0,2
6/4/2021,Dunedin Highland Middle School,0,1
6/4/2021,Meadowlawn Middle School,0,1
6/3/2021,Azalea Middle School,0,1
6/3/2021,Hollins High School,0,1
6/3/2021,Sutherland Elementary School,0,1
6/2/2021,Shore Acres Elementary School,0,1
6/2/2021,Skyview Elementary School,0,1
6/1/2021,Azalea Middle School,1,0
6/1/2021,Bauder Elementary School,0,1
6/1/2021,Dunedin High School,0,5
6/1/2021,Dunedin Highland Middle School,0,1
6/1/2021,Gulfport Elementary School,1,0
6/1/2021,Hollins High School,0,1
6/1/2021,John Hopkins Middle School,0,1
6/1/2021,Largo Middle School,0,1
6/1/2021,Palm Harbor Middle School,0,1
6/1/2021,Ridgecrest Elementary School,0,1
6/1/2021,Safety Harbor Middle School,0,2
6/1/2021,St. Petersburg High School,0,1
6/1/2021,Tarpon Springs High School,1,0
5/28/2021,Boca Ciega High School,0,1
5/28/2021,Osceola Fundamental High School,0,1
5/28/2021,Palm Harbor Middle School,0,2
5/28/2021,Perkins Elementary School,0,1
5/28/2021,Pinellas Gulf Coast Academy,0,1
5/28/2021,Pinellas Park Middle School,0,1
5/28/2021,St. Petersburg High School,0,1
5/28/2021,Tarpon Springs High School,0,2
5/27/2021,Azalea Middle School,0,1
5/27/2021,Dunedin High School,0,1
5/27/2021,Hollins High School,0,1
5/27/2021,Maximo Elementary School,0,1
5/27/2021,Northwest Elementary School,1,0
5/27/2021,Palm Harbor Middle School,0,1
5/27/2021,Pinellas Park Middle School,0,1
5/26/2021,Bauder Elementary School,0,2
5/26/2021,Cypress Woods Elementary School,0,1
5/26/2021,Northeast High School,0,1
5/26/2021,Oldsmar Elementary School,0,1
5/26/2021,Osceola Middle School,0,1
5/26/2021,Sunset Hills Elementary School,0,1
5/25/2021,Boca Ciega High School,0,1
5/25/2021,Douglas Jamerson Elementary School,0,1
5/25/2021,Plumb Elementary School,0,1
5/25/2021,Skycrest Elementary School,0,1
5/24/2021,Clearwater Fundamental Middle School,0,1
5/24/2021,Eisenhower Elementary School,0,1
5/24/2021,Gulfport Elementary School,0,1
5/24/2021,Hollins High School,0,1
5/24/2021,Northeast High School,0,2
5/24/2021,Osceola Fundamental High School,0,1
5/24/2021,Pinellas Central Elementary School,0,1
5/24/2021,Starkey Elementary School,0,1
5/21/2021,Cross Bayou Elementary School,0,1
5/21/2021,Douglas Jamerson Elementary School,0,1
5/21/2021,Madeira Beach Fundamental,0,1
5/21/2021,Mildred Helms Elementary School,0,1
5/21/2021,Morgan Fitzgerald Middle School,1,0
5/21/2021,Northeast High School,0,1
5/21/2021,Richard O. Jacobson Technical High School,0,1
5/21/2021,Safety Harbor Middle School,0,1
5/21/2021,Seminole Elementary School,0,1
5/21/2021,St. Petersburg High School,0,1
5/21/2021,Sunset Hills Elementary School,1,0
5/21/2021,Thurgood Marshall Fundamental Middle School,0,1
5/20/2021,Administration Building,1,0
5/20/2021,Bay Point Elementary School,0,1
5/20/2021,Carwise Middle School,0,1
5/20/2021,Countryside High School,0,1
5/20/2021,Cross Bayou Elementary School,0,2
5/20/2021,East Lake Middle School,0,1
5/20/2021,Highland Lakes Elementary School,0,1
5/20/2021,Lealman Avenue Elementary School,0,1
5/20/2021,Pinellas Technical College St. Petersburg,1,0
5/20/2021,Seminole Elementary School,0,1
5/20/2021,Shore Acres Elementary School,0,1
5/19/2021,Boca Ciega High School,0,1
5/19/2021,Meadowlawn Middle School,0,1
5/19/2021,Mildred Helms Elementary School,1,0
5/19/2021,Oak Grove Middle School,0,1
5/19/2021,Pinellas Park Elementary School,1,0
5/19/2021,St. Petersburg High School,0,1
5/19/2021,Starkey Elementary School,0,1
5/18/2021,Academie da Vinci Charter School,0,1
5/18/2021,Anona Elementary School,0,1
5/18/2021,Bardmoor Elementary School,0,1
5/18/2021,Boca Ciega High School,0,1
5/18/2021,Campbell Park Elementary School,0,3
5/18/2021,Gibbs High School,1,0
5/18/2021,Lakewood High School,0,1
5/18/2021,Osceola Middle School,0,1
5/18/2021,Perkins Elementary School,0,1
5/18/2021,Pinellas Secondary School,0,1
5/18/2021,Plato Academy Clearwater Charter School,1,2
5/18/2021,Plato Academy Pinellas Park Charter School,0,2
5/18/2021,Plato Academy Tarpon Springs Charter School,1,0
5/18/2021,Safety Harbor Elementary School,0,1
5/17/2021,Azalea Elementary School,1,1
5/17/2021,Cross Bayou Elementary School,0,1
5/17/2021,Douglas Jamerson Elementary School,0,1
5/17/2021,East Lake Middle School,0,1
5/17/2021,Hollins High School,0,1
5/17/2021,Lealman Innovation Academy,0,3
5/17/2021,Lynch Elementary School,0,1
5/17/2021,Maximo Elementary School,1,0
5/17/2021,Meadowlawn Middle School,1,0
5/17/2021,New Heights Elementary School,0,2
5/17/2021,Palm Harbor University High School,0,1
5/17/2021,Pinellas Park High School,0,1
5/17/2021,Pinellas Secondary School,0,1
5/17/2021,Ponce de Leon Elementary School,1,0
5/17/2021,Seminole Middle School,1,1
5/17/2021,Sunset Hills Elementary School,0,2
5/17/2021,Tarpon Springs High School,1,0
5/14/2021,Clearwater High School,0,1
5/14/2021,Countryside High School,0,1
5/14/2021,Largo High School,0,3
5/14/2021,Lealman Innovation Academy,0,1
5/14/2021,Palm Harbor University High School,0,1
5/14/2021,Pinellas Park Middle School,0,1
5/14/2021,Safety Harbor Elementary School,0,1
5/14/2021,Seminole High School,0,1
5/14/2021,Seminole Middle School,0,1
5/14/2021,Tarpon Springs High School,0,4
5/13/2021,Bay Vista Fundamental Elementary School,0,1
5/13/2021,Countryside High School,0,2
5/13/2021,Osceola Middle School,0,1
5/13/2021,Palm Harbor University High School,0,1
5/13/2021,Pinellas Park High School,1,0
5/13/2021,Pinellas Park Middle School,0,1
5/13/2021,Pinellas Secondary School,0,2
5/13/2021,Ridgecrest Elementary School,0,1
5/13/2021,Seminole Middle School,0,1
5/13/2021,Sutherland Elementary School,0,1
5/13/2021,Tarpon Springs High School,0,1
5/12/2021,Anona Elementary School,0,1
5/12/2021,Azalea Elementary School,1,0
5/12/2021,Carwise Middle School,0,1
5/12/2021,Chi Chi Rodriguez Academy,0,1
5/12/2021,Clearwater High School,1,0
5/12/2021,Cross Bayou Elementary School,0,2
5/12/2021,Cypress Woods Elementary School,0,1
5/12/2021,Hollins High School,1,1
5/12/2021,McMullen-Booth Elementary School,0,1
5/12/2021,Oak Grove Middle School,0,1
5/12/2021,Ozona Elementary School,0,1
5/12/2021,Palm Harbor Middle School,0,1
5/12/2021,Pinellas Park Elementary School,1,1
5/12/2021,Richard O. Jacobson Technical High School,1,0
5/12/2021,Sutherland Elementary School,0,1
5/12/2021,Walter Pownall Service Center,2,0
5/11/2021,Mount Vernon Elementary School,0,2
5/11/2021,Pinellas Technical College St. Petersburg,0,1
5/11/2021,Ponce de Leon Elementary School,1,0
5/11/2021,Southern Oak Elementary School,0,1
5/11/2021,Tarpon Springs Elementary School,0,1
5/10/2021,Anona Elementary School,2,0
5/10/2021,Belcher Elementary School,0,1
5/10/2021,Boca Ciega High School,0,1
5/10/2021,Carwise Middle School,0,1
5/10/2021,Countryside High School,0,2
5/10/2021,Dunedin High School,0,1
5/10/2021,Fairmount Park Elementary School,1,0
5/10/2021,High Point Elementary School,0,1
5/10/2021,Hollins High School,0,2
5/10/2021,Meadowlawn Middle School,0,1
5/10/2021,North Shore Elementary School,1,0
5/10/2021,Northeast High School,0,1
5/10/2021,Northwest Elementary School,0,2
5/10/2021,Oak Grove Middle School,0,1
5/10/2021,Palm Harbor Middle School,1,0
5/10/2021,Palm Harbor University High School,0,1
5/10/2021,Perkins Elementary School,0,1
5/10/2021,Pinellas Park High School,0,1
5/10/2021,Pinellas Technical College St. Petersburg,0,2
5/10/2021,Safety Harbor Middle School,0,3
5/10/2021,Seventy-Fourth Street Elementary School,0,1
5/10/2021,Starkey Elementary School,0,1
5/10/2021,Tarpon Springs High School,0,2
5/10/2021,Walsingham Elementary School,0,1
5/7/2021,Azalea Middle School,0,1
5/7/2021,Dunedin High School,0,1
5/7/2021,Largo High School,0,2
5/7/2021,Osceola Middle School,0,1
5/7/2021,Pinellas Park High School,1,0
5/7/2021,Pinellas Park Middle School,0,1
5/7/2021,Pinellas Technical College St. Petersburg,0,1
5/7/2021,Seminole High School,0,2
5/7/2021,Seminole Middle School,0,1
5/7/2021,Skycrest Elementary School,0,1
5/7/2021,Thurgood Marshall Fundamental Middle School,0,1
5/6/2021,Countryside High School,0,1
5/6/2021,Eisenhower Elementary School,1,0
5/6/2021,Hollins High School,0,1
5/6/2021,Kings Highway Elementary School,0,1
5/6/2021,Lakewood High School,1,0
5/6/2021,Osceola Fundamental High School,0,1
5/6/2021,Pinellas Technical College St. Petersburg,0,1
5/6/2021,Shore Acres Elementary School,0,1
5/6/2021,Sutherland Elementary School,0,1
5/5/2021,Azalea Middle School,0,1
5/5/2021,Boca Ciega High School,0,2
5/5/2021,Carwise Middle School,0,2
5/5/2021,Clearwater High School,0,1
5/5/2021,Disston Academy,1,0
5/5/2021,Dunedin Elementary School,0,1
5/5/2021,East Lake High School,0,1
5/5/2021,Gulfport Elementary School,0,1
5/5/2021,Lakewood High School,0,1
5/5/2021,Leila Davis Elementary School,0,1
5/5/2021,Midtown Academy,0,1
5/5/2021,Morgan Fitzgerald Middle School,1,0
5/5/2021,New Heights Elementary School,0,1
5/5/2021,Northwest Elementary School,0,1
5/5/2021,Palm Harbor Middle School,0,1
5/5/2021,Pinellas Technical College Clearwater,0,1
5/5/2021,Safety Harbor Middle School,0,1
5/5/2021,Seventy-Fourth Street Elementary School,0,1
5/5/2021,St. Petersburg High School,0,1
5/4/2021,Blanton Elementary School,1,0
5/4/2021,Chi Chi Rodriguez Academy,0,1
5/4/2021,Clearwater High School,0,1
5/4/2021,Hollins High School,0,1
5/4/2021,Oakhurst Elementary School,1,0
5/4/2021,Osceola Fundamental High School,0,1
5/4/2021,Palm Harbor Middle School,0,1
5/4/2021,Palm Harbor University High School,0,1
5/4/2021,Pinellas Park High School,0,1
5/4/2021,Pinellas Park Middle School,0,1
5/4/2021,Plumb Elementary School,0,1
5/4/2021,Richard O. Jacobson Technical High School,0,2
5/4/2021,Ridgecrest Elementary School,0,1
5/4/2021,Safety Harbor Middle School,0,2
5/4/2021,Seminole High School,0,1
5/4/2021,Tarpon Springs High School,0,3
5/4/2021,Thurgood Marshall Fundamental Middle School,0,2
5/4/2021,Tyrone Middle School,1,1
5/3/2021,Azalea Elementary School,1,0
5/3/2021,Azalea Middle School,0,1
5/3/2021,Bardmoor Elementary School,0,1
5/3/2021,Bauder Elementary School,0,1
5/3/2021,Bay Point Middle School,0,1
5/3/2021,Bear Creek Elementary School,0,2
5/3/2021,Carwise Middle School,0,1
5/3/2021,Countryside High School,0,1
5/3/2021,East Lake High School,0,1
5/3/2021,Elisa Nelson Elementary School,1,0
5/3/2021,Gibbs High School,0,2
5/3/2021,High Point Elementary School,0,1
5/3/2021,Highland Lakes Elementary School,1,0
5/3/2021,Hollins High School,0,3
5/3/2021,Largo High School,0,2
5/3/2021,Largo Middle School,0,1
5/3/2021,Lealman Avenue Elementary School,0,1
5/3/2021,Madeira Beach Fundamental,0,1
5/3/2021,Safety Harbor Middle School,0,1
5/3/2021,Sexton Elementary School,0,1
5/3/2021,Thurgood Marshall Fundamental Middle School,0,1
5/3/2021,Walter Pownall Service Center,1,0
4/30/2021,Administration Building,0,1
4/30/2021,Clearwater High School,1,0
4/30/2021,Curlew Creek Elementary School,0,1
4/30/2021,East Lake High School,0,1
4/30/2021,Fuguitt Elementary School,2,0
4/30/2021,Gulfport Elementary School,0,1
4/30/2021,High Point Elementary School,1,0
4/30/2021,Hollins High School,0,2
4/30/2021,Maximo Elementary School,0,1
4/30/2021,McMullen-Booth Elementary School,0,1
4/30/2021,Meadowlawn Middle School,0,2
4/30/2021,Mildred Helms Elementary School,0,1
4/30/2021,Northwest Elementary School,1,0
4/30/2021,Osceola Middle School,0,1
4/30/2021,Pinellas Park High School,0,1
4/30/2021,Safety Harbor Middle School,0,1
4/30/2021,Seventy-Fourth Street Elementary School,0,2
4/30/2021,St. Petersburg High School,0,1
4/30/2021,Tarpon Springs Middle School,0,1
4/30/2021,Woodlawn Elementary School,1,0
4/29/2021,Administration Building,1,0
4/29/2021,Azalea Elementary School,0,1
4/29/2021,Bardmoor Elementary School,0,1
4/29/2021,Belcher Elementary School,0,1
4/29/2021,Boca Ciega High School,0,2
4/29/2021,Clearwater High School,0,1
4/29/2021,Countryside High School,0,2
4/29/2021,Disston Academy,0,1
4/29/2021,Gibbs High School,0,1
4/29/2021,Midtown Academy,0,2
4/29/2021,Northwest Elementary School,1,0
4/29/2021,Palm Harbor University High School,0,1
4/29/2021,Pinellas Park Middle School,0,1
4/29/2021,Pinellas Technical College St. Petersburg,0,1
4/29/2021,Plumb Elementary School,0,1
4/29/2021,Safety Harbor Middle School,0,2
4/29/2021,Sexton Elementary School,0,1
4/29/2021,St. Petersburg High School,0,2
4/29/2021,Tarpon Springs Elementary School,0,1
4/29/2021,Tarpon Springs High School,0,1
4/28/2021,Bay Vista Fundamental Elementary School,0,1
4/28/2021,Belcher Elementary School,0,1
4/28/2021,Blanton Elementary School,0,2
4/28/2021,Lakewood High School,0,1
4/28/2021,Oakhurst Elementary School,0,1
4/28/2021,Oldsmar Elementary School,0,1
4/28/2021,Paul B. Stephens ESE Center,1,0
4/28/2021,Pinellas Park High School,0,1
4/28/2021,Pinellas Park Middle School,0,1
4/28/2021,Sawgrass Lake Elementary School,1,0
4/28/2021,Tarpon Springs Middle School,0,1
4/28/2021,Westgate Elementary School,0,1
4/27/2021,Belleair Elementary School,0,2
4/27/2021,Boca Ciega High School,0,1
4/27/2021,High Point Elementary School,0,3
4/27/2021,Lakewood High School,0,1
4/27/2021,Northeast High School,0,1
4/27/2021,Oldsmar Elementary School,0,1
4/27/2021,Palm Harbor Middle School,0,1
4/27/2021,Palm Harbor University High School,1,0
4/27/2021,Pinellas Central Elementary School,1,0
4/27/2021,Pinellas Park High School,0,1
4/27/2021,Richard L. Sanders School,1,0
4/27/2021,Safety Harbor Middle School,0,1
4/27/2021,Sexton Elementary School,0,2
4/27/2021,Sunset Hills Elementary School,0,2
4/27/2021,Sutherland Elementary School,0,1
4/26/2021,Azalea Elementary School,0,2
4/26/2021,Bay Point Middle School,1,0
4/26/2021,Bear Creek Elementary School,0,1
4/26/2021,Boca Ciega High School,0,1
4/26/2021,Countryside High School,0,1
4/26/2021,East Lake High School,0,1
4/26/2021,Fairmount Park Elementary School,1,0
4/26/2021,High Point Elementary School,1,0
4/26/2021,Highland Lakes Elementary School,0,1
4/26/2021,Hollins High School,0,1
4/26/2021,Lakeview Fundamental Elementary School,0,1
4/26/2021,Largo High School,0,4
4/26/2021,Marjorie Rawlings Elementary School,0,1
4/26/2021,McMullen-Booth Elementary School,0,1
4/26/2021,Northeast High School,1,0
4/26/2021,Northwest Elementary School,0,2
4/26/2021,Osceola Fundamental High School,0,2
4/26/2021,Palm Harbor University High School,0,1
4/26/2021,Pinellas Park High School,0,2
4/26/2021,Pinellas Park Middle School,0,1
4/26/2021,Pinellas Technical College St. Petersburg,0,2
4/26/2021,Plumb Elementary School,0,1
4/26/2021,Safety Harbor Middle School,1,0
4/26/2021,San Jose Elementary School,0,1
4/26/2021,Seminole High School,0,1
4/26/2021,Sexton Elementary School,0,1
4/26/2021,Skycrest Elementary School,0,2
4/26/2021,St. Petersburg High School,0,2
4/26/2021,Tarpon Springs High School,0,3
4/26/2021,Walter Pownall Service Center,4,0
4/23/2021,Azalea Middle School,1,0
4/23/2021,Bay Point Middle School,1,0
4/23/2021,Blanton Elementary School,1,1
4/23/2021,Boca Ciega High School,0,2
4/23/2021,Carwise Middle School,0,1
4/23/2021,Countryside High School,0,2
4/23/2021,Gulfport Elementary School,1,0
4/23/2021,Hollins High School,0,1
4/23/2021,James B. Sanderlin K-8,0,1
4/23/2021,Lakewood Elementary School,0,1
4/23/2021,Lakewood High School,0,2
4/23/2021,Largo High School,0,3
4/23/2021,Largo Middle School,0,1
4/23/2021,Madeira Beach Fundamental,0,2
4/23/2021,Mildred Helms Elementary School,0,1
4/23/2021,Morgan Fitzgerald Middle School,0,1
4/23/2021,New Heights Elementary School,0,1
4/23/2021,Palm Harbor University High School,0,2
4/23/2021,Pasadena Fundamental Elementary School,0,1
4/23/2021,Pinellas Park High School,1,1
4/23/2021,Pinellas Park Middle School,0,3
4/23/2021,Richard O. Jacobson Technical High School,0,1
4/23/2021,Safety Harbor Middle School,0,1
4/23/2021,Sandy Lane Elementary School,0,1
4/23/2021,Sunset Hills Elementary School,0,1
4/23/2021,Tomlinson Adult Education Center,0,1
4/23/2021,Walter Pownall Service Center,2,0
4/22/2021,Belleair Elementary School,0,1
4/22/2021,Douglas Jamerson Elementary School,1,0
4/22/2021,Highland Lakes Elementary School,0,2
4/22/2021,Hollins High School,0,1
4/22/2021,John Hopkins Middle School,0,1
4/22/2021,Madeira Beach Fundamental,0,1
4/22/2021,Oakhurst Elementary School,0,2
4/22/2021,Osceola Middle School,0,2
4/22/2021,Ozona Elementary School,0,1
4/22/2021,Pinellas Park Middle School,0,1
4/22/2021,Walter Pownall Service Center,1,0
4/21/2021,Blanton Elementary School,0,1
4/21/2021,Countryside High School,0,1
4/21/2021,Gulfport Elementary School,1,0
4/21/2021,Hollins High School,0,1
4/21/2021,James B. Sanderlin K-8,0,2
4/21/2021,Kings Highway Elementary School,1,0
4/21/2021,Lakewood High School,0,2
4/21/2021,Largo High School,0,1
4/21/2021,Meadowlawn Middle School,0,1
4/21/2021,Morgan Fitzgerald Middle School,0,1
4/21/2021,Osceola Fundamental High School,0,1
4/21/2021,Palm Harbor University High School,0,1
4/21/2021,Pasadena Fundamental Elementary School,0,2
4/21/2021,Paul B. Stephens ESE Center,1,0
4/21/2021,Safety Harbor Elementary School,0,1
4/21/2021,Safety Harbor Middle School,0,1
4/21/2021,St. Petersburg High School,0,1
4/21/2021,Tarpon Springs Middle School,0,1
4/20/2021,Azalea Middle School,0,1
4/20/2021,Boca Ciega High School,0,1
4/20/2021,Clearview Adult Education Center,0,1
4/20/2021,Clearwater High School,0,1
4/20/2021,Countryside High School,1,0
4/20/2021,East Lake High School,0,1
4/20/2021,Hollins High School,0,3
4/20/2021,Largo High School,0,1
4/20/2021,Meadowlawn Middle School,0,1
4/20/2021,Northeast High School,0,1
4/20/2021,Osceola Fundamental High School,0,1
4/20/2021,Ozona Elementary School,0,1
4/20/2021,Palm Harbor Middle School,0,1
4/20/2021,Pinellas Park High School,1,0
4/20/2021,Pinellas Park Middle School,1,1
4/20/2021,Pinellas Technical College Clearwater,0,2
4/20/2021,Pinellas Technical College St. Petersburg,0,1
4/20/2021,Plumb Elementary School,0,1
4/20/2021,Seventy-Fourth Street Elementary School,0,1
4/20/2021,Sexton Elementary School,1,0
4/20/2021,Skycrest Elementary School,0,1
4/20/2021,Skyview Elementary School,0,1
4/20/2021,St. Petersburg High School,0,1
4/20/2021,Tarpon Springs High School,0,2
4/20/2021,Westgate Elementary School,0,1
4/19/2021,Administration Building,1,0
4/19/2021,Bardmoor Elementary School,0,1
4/19/2021,Bay Point Middle School,1,0
4/19/2021,Campbell Park Elementary School,1,0
4/19/2021,Clearwater High School,0,1
4/19/2021,Countryside High School,0,2
4/19/2021,Cypress Woods Elementary School,0,1
4/19/2021,East Lake High School,0,1
4/19/2021,East Lake Middle School,0,3
4/19/2021,Hollins High School,0,2
4/19/2021,James B. Sanderlin K-8,0,1
4/19/2021,John Hopkins Middle School,0,1
4/19/2021,Lakewood High School,0,1
4/19/2021,Largo High School,0,1
4/19/2021,Meadowlawn Middle School,0,1
4/19/2021,Northeast High School,0,2
4/19/2021,Northeast High School,0,2
4/19/2021,Oldsmar Elementary School,0,1
4/19/2021,Osceola Fundamental High School,0,2
4/19/2021,Ozona Elementary School,1,0
4/19/2021,Palm Harbor Middle School,0,1
4/19/2021,Palm Harbor University High School,0,1
4/19/2021,Paul B. Stephens ESE Center,0,1
4/19/2021,Pinellas Park Elementary School,0,1
4/19/2021,Pinellas Park Middle School,0,2
4/19/2021,Pinellas Technical College Clearwater,0,1
4/19/2021,Plato Academy Pinellas Park Charter School,0,1
4/19/2021,Richard O. Jacobson Technical High School,0,1
4/19/2021,Seminole Elementary School,0,1
4/19/2021,Seminole High School,0,1
4/19/2021,Sexton Elementary School,0,1
4/19/2021,Skyview Elementary School,0,1
4/19/2021,Southern Oak Elementary School,0,2
4/19/2021,Sunset Hills Elementary School,0,1
4/19/2021,Sutherland Elementary School,0,2
4/19/2021,Tarpon Springs Fundamental Elementary School,0,1
4/19/2021,Tarpon Springs High School,0,1
4/19/2021,Tyrone Middle School,0,1
4/19/2021,Walsingham Elementary School,1,0
4/19/2021,Walter Pownall Service Center,1,0
4/19/2021,Westgate Elementary School,1,0
4/16/2021,Bardmoor Elementary School,0,1
4/16/2021,Belcher Elementary School,0,1
4/16/2021,Clearview Adult Education Center,0,1
4/16/2021,Clearwater Fundamental Middle School,0,1
4/16/2021,Clearwater High School,0,2
4/16/2021,Curlew Creek Elementary School,0,2
4/16/2021,Elisa Nelson Elementary School,0,1
4/16/2021,Hollins High School,0,2
4/16/2021,Lakewood Elementary School,0,1
4/16/2021,Lakewood High School,0,1
4/16/2021,Largo High School,0,1
4/16/2021,Marjorie Rawlings Elementary School,1,0
4/16/2021,Nina Harris ESE,0,1
4/16/2021,Osceola Fundamental High School,0,1
4/16/2021,Palm Harbor Middle School,0,1
4/16/2021,Pasadena Fundamental Elementary School,0,1
4/16/2021,Paul B. Stephens ESE Center,0,1
4/16/2021,Pinellas Park High School,0,1
4/16/2021,Pinellas Park Middle School,0,1
4/16/2021,Richard O. Jacobson Technical High School,0,1
4/16/2021,Safety Harbor Elementary School,0,1
4/16/2021,Sandy Lane Elementary School,0,1
4/16/2021,Seminole Elementary School,0,1
4/16/2021,Seminole High School,0,1
4/16/2021,Tarpon Springs Elementary School,0,1
4/16/2021,Tarpon Springs High School,0,1
4/15/2021,Belcher Elementary School,1,0
4/15/2021,Carwise Middle School,0,1
4/15/2021,Countryside High School,0,1
4/15/2021,Curlew Creek Elementary School,1,2
4/15/2021,Elisa Nelson Elementary School,0,1
4/15/2021,High Point Elementary School,0,1
4/15/2021,Hollins High School,0,1
4/15/2021,John Hopkins Middle School,0,1
4/15/2021,Largo High School,0,1
4/15/2021,Nina Harris ESE,0,1
4/15/2021,Northeast High School,0,1
4/15/2021,Osceola Fundamental High School,0,1
4/15/2021,Palm Harbor University High School,0,1
4/15/2021,Pasadena Fundamental Elementary School,0,1
4/15/2021,Perkins Elementary School,0,1
4/15/2021,Pinellas Park High School,0,1
4/15/2021,Richard O. Jacobson Technical High School,0,1
4/15/2021,Sawgrass Lake Elementary School,1,0
4/15/2021,Skycrest Elementary School,0,1
4/15/2021,Tarpon Springs Middle School,0,1
4/15/2021,Walter Pownall Service Center,2,0
4/14/2021,Bardmoor Elementary School,0,1
4/14/2021,Frontier Elementary School,0,1
4/14/2021,Hollins High School,0,1
4/14/2021,John Hopkins Middle School,0,2
4/14/2021,Madeira Beach Fundamental,0,1
4/14/2021,Palm Harbor Middle School,1,0
4/14/2021,Pinellas Central Elementary School,0,1
4/14/2021,Safety Harbor Elementary School,1,0
4/14/2021,Seminole High School,0,2
4/14/2021,Seventy-Fourth Street Elementary School,0,1
4/14/2021,Skyview Elementary School,1,0
4/14/2021,Woodlawn Elementary School,0,1
4/13/2021,Boca Ciega High School,0,1
4/13/2021,Brooker Creek Elementary School,0,1
4/13/2021,Frontier Elementary School,0,1
4/13/2021,Hollins High School,0,1
4/13/2021,John Hopkins Middle School,0,1
4/13/2021,Northeast High School,0,1
4/13/2021,Northeast High School,0,1
4/13/2021,Pinellas Technical College Clearwater,0,1
4/13/2021,Pinellas Technical College St. Petersburg,1,1
4/13/2021,Skyview Elementary School,0,1
4/13/2021,Tarpon Springs Elementary School,0,1
4/13/2021,Thurgood Marshall Fundamental Middle School,0,1
4/12/2021,Azalea Middle School,0,1
4/12/2021,Bardmoor Elementary School,0,1
4/12/2021,Bay Vista Fundamental Elementary School,0,1
4/12/2021,Carwise Middle School,0,2
4/12/2021,Douglas Jamerson Elementary School,0,1
4/12/2021,Dunedin Elementary School,0,1
4/12/2021,Dunedin High School,0,1
4/12/2021,East Lake High School,0,4
4/12/2021,Forest Lakes Elementary School,2,0
4/12/2021,Frontier Elementary School,0,2
4/12/2021,Lakewood Elementary School,1,0
4/12/2021,Lakewood High School,0,2
4/12/2021,Largo High School,0,1
4/12/2021,Leila Davis Elementary School,0,1
4/12/2021,Marjorie Rawlings Elementary School,0,1
4/12/2021,Northwest Elementary School,0,2
4/12/2021,Osceola Fundamental High School,0,3
4/12/2021,Palm Harbor University High School,0,2
4/12/2021,Paul B. Stephens ESE Center,0,1
4/12/2021,Pinellas Park Elementary School,0,1
4/12/2021,Pinellas Park High School,0,2
4/12/2021,Pinellas Technical College Clearwater,0,1
4/12/2021,Pinellas Technical College St. Petersburg,0,1
4/12/2021,Plato Academy St. Petersburg Charter School,0,1
4/12/2021,Ponce de Leon Elementary School,0,1
4/12/2021,Ridgecrest Elementary School,1,0
4/12/2021,Safety Harbor Middle School,0,1
4/12/2021,Seminole High School,0,1
4/12/2021,St. Petersburg High School,0,1
4/12/2021,Tarpon Springs High School,0,3
4/12/2021,Thurgood Marshall Fundamental Middle School,0,1
4/12/2021,Tomlinson Adult Education Center,0,1
4/12/2021,Walter Pownall Service Center,1,0
4/9/2021,Administration Building,1,0
4/9/2021,Bay Vista Fundamental Elementary School,0,1
4/9/2021,Boca Ciega High School,0,1
4/9/2021,Carwise Middle School,0,2
4/9/2021,Cypress Woods Elementary School,0,1
4/9/2021,Hollins High School,1,0
4/9/2021,John Hopkins Middle School,2,0
4/9/2021,Osceola Fundamental High School,0,2
4/9/2021,Palm Harbor Middle School,1,0
4/9/2021,Pinellas Park Middle School,0,1
4/9/2021,Pinellas Technical College Clearwater,0,1
4/9/2021,Richard O. Jacobson Technical High School,0,1
4/9/2021,Seminole High School,0,1
4/8/2021,Azalea Middle School,1,0
4/8/2021,Bardmoor Elementary School,1,0
4/8/2021,Bauder Elementary School,0,1
4/8/2021,Clearwater High School,0,1
4/8/2021,East Lake High School,1,0
4/8/2021,Hollins High School,1,1
4/8/2021,John Hopkins Middle School,0,1
4/8/2021,Leila Davis Elementary School,0,1
4/8/2021,Lynch Elementary School,0,1
4/8/2021,Osceola Middle School,0,1
4/8/2021,Perkins Elementary School,0,1
4/8/2021,Pinellas Technical College Clearwater,0,1
4/8/2021,Pinellas Technical College St. Petersburg,0,1
